ECG_mean,ECG_std,ECG_max,ECG_min,ECG_power,BP_mean,BP_std,BP_max,BP_min,BP_power,EEG (C4-A1)_mean,EEG (C4-A1)_std,EEG (C4-A1)_max,EEG (C4-A1)_min,EEG (C4-A1)_power,Resp (nasal)_mean,Resp (nasal)_std,Resp (nasal)_max,Resp (nasal)_min,Resp (nasal)_power,Resp (abdominal)_mean,Resp (abdominal)_std,Resp (abdominal)_max,Resp (abdominal)_min,Resp (abdominal)_power,EOG (right)_mean,EOG (right)_std,EOG (right)_max,EOG (right)_min,EOG (right)_power,EMG_mean,EMG_std,EMG_max,EMG_min,EMG_power,H,HA,OA,X,CA,CAA,L,LA,A,W,1,2,3,4,R
-0.029195205047318613,0.1210039498978563,0.7936908517350157,-0.42965299684542585,0.015187648681615271,92.57461333333333,24.2471463788454,167.7,57.0,417.3557684483337,-0.0010970447591371064,0.007834609720257254,0.037824622906960655,-0.03194335532081738,4.9476939225134304e-05,-0.16891294964028777,0.0764790437330178,0.11510791366906475,-0.5041966426858513,0.001120141484136646,-0.030175803402646507,0.1710505949063669,0.5666351606805293,-0.35255198487712663,0.0013635405744782951,0.034548210237756345,0.03929143375024505,0.15518741103906375,-0.07709947809584058,0.00035670765325697244,0.008220083253813496,0.016891546403910888,0.05663195452848194,-0.04259497434620863,0.0002950855011932704,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.029327528916929548,0.11971244905227198,0.7703470031545742,-0.4580441640378549,0.01484508438976234,88.96182666666667,23.574067167050792,164.8,53.5,372.6115731902918,-0.0010382551470701292,0.008008215957963501,0.04312929563171733,-0.04105355413072558,5.5461634352640305e-05,-0.1749951239008793,0.09215387328437274,0.1366906474820144,-0.5419664268585132,0.0013787687222216922,-0.0011301197227473192,0.21315913494979086,0.668241965973535,-0.3638941398865784,0.0015351377346861325,0.035435644999736414,0.02555839564220536,0.15568163846275504,-0.03558437450577258,0.00024182946351897469,0.008569140770858399,0.016611167423663725,0.05663195452848194,-0.04176520211868509,0.0002767528188781272,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029003406940063096,0.12088408760288238,0.804416403785489,-0.4063091482649842,0.01525941706101745,93.88748000000001,24.03480707743667,169.3,56.2,421.0620491126973,-0.001318657072128173,0.00842494487518096,0.03655611421191014,-0.04151483001983486,6.022470553281175e-05,-0.16872174260591527,0.08803241796321086,0.16127098321342925,-0.5839328537170264,0.00154764603441087,-0.034460239445494645,0.14976477409715735,0.5600189035916824,-0.3005671077504726,0.0017012092226077987,0.03330572249459645,0.04318483299247465,0.1596354578522853,-0.07363988613000158,0.0003949579725053482,0.008371364560428163,0.017648350364727224,0.05663195452848194,-0.042180088232446865,0.00031256695644317234,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.02926578338590957,0.12366631838858164,0.7930599369085174,-0.43722397476340696,0.015854314344576716,95.46824000000001,25.055560433479297,168.9,54.3,446.6775664512517,-0.0010385088488091393,0.007988438290192957,0.039208450574288484,-0.03321186401586789,5.6308511043809386e-05,-0.16268840927258194,0.08137821135861621,0.14568345323741008,-0.5371702637889688,0.0014347947900319373,-0.031718588531821044,0.16522067381968225,0.4867674858223062,-0.31947069943289225,0.0016828688653310016,0.035207048342031734,0.03638077428397895,0.16556618693658073,-0.07116874901154516,0.0003822387890409882,0.008626929796659705,0.019832751528570648,0.05663195452848194,-0.04176520211868509,0.0004019639173630197,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029331903259726604,0.11850136336287583,0.7659305993690851,-0.4466876971608833,0.014659049092813823,95.23674666666666,27.509898273454635,180.0,53.5,445.02798785996055,-0.001156203391915371,0.008664202501053807,0.08181881083075787,-0.048722265787167304,6.083980960463261e-05,-0.1702994404476419,0.08531976137678712,0.16546762589928057,-0.6193045563549161,0.001005226497294505,-0.030592123503465646,0.1809831411106741,0.6781663516068053,-0.2878071833648393,0.0012771518450859704,0.03356153460909906,0.03208870863614272,0.13047603985449946,-0.05337656175865887,0.0002065129651739503,0.008428734090269998,0.015985789907233115,0.05663195452848194,-0.04169605443305813,0.00026566273831699007,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.02886611987381703,0.11614411124682245,0.7791798107255521,-0.4227129337539432,0.013658399148883886,90.04333333333334,23.32737944038197,161.3,52.7,402.60037514983395,-0.0012242646493534448,0.00880586598539933,0.041976105908944135,-0.039900364407952395,7.361194601104162e-05,-0.16796714628297363,0.07223562108996105,0.20863309352517986,-0.539568345323741,0.0015570432242534718,-0.048334656584751105,0.12802012980889807,0.44801512287334594,-0.24243856332703215,0.0011221607768906305,0.033802388106911274,0.04498098479006391,0.19423137751067532,-0.10329353155147873,0.00037751782642730843,0.008275558137069152,0.01429958255970843,0.05663195452848194,-0.04325187735966477,0.0002071260266608339,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.02912546792849632,0.12111999846524749,0.7722397476340694,-0.4473186119873817,0.01533332976462496,94.86397333333333,22.94866063076352,162.8,57.3,436.0748370212679,-0.0012085658932607594,0.008677436718327332,0.04168780847825084,-0.0517205590663776,6.592409882381606e-05,-0.1691398880895284,0.08139342092993741,0.21402877697841727,-0.5257793764988009,0.0016925420220954752,-0.04045419029615627,0.1476476312250955,0.5883742911153119,-0.2608695652173913,0.0014426010294918505,0.034453845748326224,0.03612451024501877,0.14678554483631187,-0.08500711687490116,0.0003237730824645592,0.008631779354345009,0.021530694387175312,0.05663195452848194,-0.04176520211868509,0.00047813780976046507,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029286561514195585,0.12055514033906359,0.7615141955835962,-0.4201892744479495,0.015039522718283483,91.34158666666667,25.25981467105058,171.6,52.8,423.5820414227936,-0.0012483663145594047,0.00813106445928168,0.04820333041191937,-0.041976105908944135,5.734586537976746e-05,-0.16908760991207036,0.08051102280024759,0.17625899280575538,-0.5407673860911271,0.0011784980455046903,-0.037089918084436055,0.16443004964516506,0.6134215500945179,-0.3534971644612476,0.0017831427222884586,0.03340469977331435,0.04069428335581701,0.14727977226000316,-0.08945516368812273,0.00034407678790268685,0.008518709058807803,0.01807281558001462,0.05663195452848194,-0.042318383603700785,0.0003372177678603334,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.02940365930599369,0.11930492506275138,0.7817034700315457,-0.4441640378548896,0.014993230291976646,91.43410666666668,23.358246097155686,167.0,56.7,413.3186423843162,-0.0010760336423881792,0.008217977254373869,0.03978504543567508,-0.041918446422805476,6.0095431647017744e-05,-0.17004252597921665,0.07812235458997792,0.12949640287769784,-0.5371702637889688,0.001047665858990321,-0.037978827977315686,0.16530785888743402,0.5496219281663516,-0.34640831758034024,0.0012743969043494839,0.03545323949601983,0.03102585046170858,0.1601296852759766,-0.07166297643523645,0.00035918223569175793,0.008390094363541652,0.01914078156993629,0.05663195452848194,-0.04245667897495471,0.0003811355654424553,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029159873817034703,0.11913051085319436,0.820820189274448,-0.45362776025236595,0.014467256185190281,92.52665333333331,26.050180708262957,175.9,53.2,431.82200896551404,-0.0011262665867121792,0.009060267312635737,0.05154758060796162,-0.04082291618617095,7.275274724376296e-05,-0.16887585931254998,0.0757501981744051,0.13249400479616308,-0.5293764988009593,0.0009883150299491784,-0.03437189666036548,0.17851562566605497,0.638468809073724,-0.3908317580340265,0.0015162583899830267,0.03318137487479572,0.038350520123489266,0.16210659497074176,-0.0696860667404713,0.00034897174616381547,0.0083336421929958,0.014995658871868591,0.05663195452848194,-0.04169605443305813,0.0002342158967984104,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029365888538380652,0.12059827879681567,0.7470031545741325,-0.4347003154574132,0.015360692685712978,89.77952,23.203719685349302,161.7,52.6,394.15770067239924,-0.0011691268047419163,0.009219755608369283,0.03695973061488076,-0.04376354997924258,7.173588928573928e-05,-0.16970031974420463,0.0738619714152102,0.3069544364508393,-0.49760191846522783,0.002343816815273324,-0.02899300567107751,0.11979421627866815,0.41776937618147447,-0.2523629489603025,0.0013369986272932116,0.03381332700722231,0.03404753574611412,0.1566700933101376,-0.06523801992724973,0.00032098641267207657,0.008604078791482849,0.01886636321963352,0.05663195452848194,-0.04242210513214123,0.00037105117180545784,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.0292273396424816,0.12163422374196903,0.7671924290220821,-0.420820189274448,0.015065818098232648,90.97131999999999,24.56627091747816,171.0,52.4,420.1954889804309,-0.001173608868797761,0.009317746590314327,0.039842704921813736,-0.04209142488122146,7.799130939899256e-05,-0.16914460431654676,0.07952008355056613,0.13908872901678657,-0.5977218225419664,0.0014020280140228563,-0.033817454316320106,0.14862691430459452,0.46928166351606804,-0.2674858223062382,0.001496268947030289,0.033431058569244554,0.03396542266432481,0.1497509093784596,-0.06523801992724973,0.0002920548420874323,0.008323113305397669,0.01839838266613209,0.05663195452848194,-0.04328645120247825,0.00034989736951068816,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029042439537329125,0.11854999614839937,0.759621451104101,-0.42397476340694007,0.014703926910070138,91.9152,23.66938063462301,172.6,57.8,422.2940549141546,-0.0011287651644448545,0.0083423208795186,0.046012269938650305,-0.032750588126758615,6.627335462349666e-05,-0.17025467625899282,0.07961291208801304,0.1288968824940048,-0.5305755395683454,0.0010960797030126603,-0.025141524889729042,0.17471566419146833,0.696124763705104,-0.31947069943289225,0.001461551600140375,0.032410643681796615,0.02794701684944969,0.12652222046496917,-0.06770915704570615,0.000334891443478033,0.008646752133206101,0.018496207574839812,0.05663195452848194,-0.042871565088716486,0.00033545029716298275,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029338212407991587,0.11467884406433582,0.7823343848580442,-0.4416403785488959,0.0139385566216742,93.81149333333333,25.151954700114707,174.2,55.6,443.48762386991734,-0.0010538232083275674,0.008812536349740207,0.034134415794086444,-0.03943908851884312,7.049460583478847e-05,-0.16677042366107114,0.10904508303865545,0.34772182254196643,-0.5575539568345323,0.003633051168250249,-0.004848015122873346,0.17516831487104967,0.5198487712665406,-0.2840264650283554,0.0019021906957489118,0.03589995519004692,0.040644935225855675,0.1878064210026886,-0.11367230744899573,0.0005280817405923537,0.008807054907872237,0.02169005203277276,0.05663195452848194,-0.04259497434620863,0.000456895010804834,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029362944269190325,0.11998116723816767,0.8056782334384858,-0.432807570977918,0.01500265611279191,92.44614666666668,22.99169467043456,164.7,56.4,397.6833798896869,-0.001052462444454695,0.008813124623185162,0.047107800175284834,-0.0438788689515199,7.302838440174757e-05,-0.16705795363709033,0.08655989439490984,0.24160671462829736,-0.6187050359712231,0.001926405398568103,-0.024790422180214242,0.17366992582304983,0.5396975425330813,-0.3775992438563327,0.0013855974601679963,0.03519927249723232,0.03397434410394716,0.20362169856080975,-0.06078997311402815,0.0003866571682445241,0.008706297510222333,0.01935926299816737,0.05663195452848194,-0.043528468102172625,0.00036699101882669974,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029521934805467928,0.1195673044830317,0.759621451104101,-0.43217665615141954,0.015133130515263764,92.49574666666666,24.54407473456317,168.0,54.8,416.4984865503548,-0.0012541630148992112,0.008641501286005545,0.04209142488122146,-0.03966972646339775,6.649373115896744e-05,-0.1706890487609912,0.08238984799706527,0.28776978417266186,-0.5311750599520384,0.001966149573945825,-0.0469533711405167,0.17039310648429157,0.5689981096408318,-0.3553875236294896,0.001561854272021973,0.03338565554325478,0.02677247507299101,0.1077415783647003,-0.06919183931678001,0.0002565528640998514,0.008355958456070477,0.017265041439082057,0.05663195452848194,-0.04169605443305813,0.0003049190420861082,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029440168243953735,0.12160189332041876,0.8252365930599369,-0.4340694006309148,0.015371844698251496,94.18313333333333,24.68746477159793,172.9,54.4,457.4973798204034,-0.0013211479619293631,0.008150931558963277,0.03966972646339775,-0.04312929563171733,5.920367763562525e-05,-0.17014916067146285,0.07835947698508021,0.23321342925659472,-0.6187050359712231,0.0014790808187043283,-0.04677630749842471,0.16011750300992506,0.4905482041587902,-0.32136105860113423,0.0016688376078303978,0.0327937687806421,0.030067982077398695,0.11663767199114344,-0.052882334334967585,0.00031885563425285265,0.008709505962835425,0.018257441831347268,0.05663195452848194,-0.042318383603700785,0.0003415503497320634,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029536908517350156,0.11649816288211232,0.7091482649842271,-0.4365930599369085,0.014272284879603818,94.58957333333333,27.046476257569836,176.3,52.0,477.20206275230936,-0.0014060765410458661,0.00852032786975863,0.04756907606439411,-0.03459569168319572,6.37513814455822e-05,-0.1687496402877698,0.07872519826981592,0.07733812949640288,-0.5731414868105515,0.0010926804098652652,-0.0298161940768746,0.17948846595197093,0.6668241965973535,-0.3662570888468809,0.002043453779305706,0.03320101217776372,0.032477710040213145,0.15518741103906375,-0.1843468290368496,0.00041340889687517583,0.008275304595555187,0.014405975604106235,0.05663195452848194,-0.04214551438963338,0.00021367053511856264,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029237181913774977,0.1200927308160243,0.7917981072555205,-0.44290220820189274,0.014752402988733666,89.45668,22.19890710622785,160.1,55.6,395.86961439782317,-0.0007979457847071666,0.008191625745220844,0.059619908667373954,-0.047050140689146175,6.079835781852527e-05,-0.16910935251798562,0.07744546690496207,0.22122302158273383,-0.5191846522781774,0.001426281166655108,-0.03298525519848771,0.15085684408718336,0.5075614366729678,-0.30151228733459357,0.0015655059475658754,0.03578628288259793,0.04707791949622852,0.17693341768148033,-0.09489166534872688,0.00033368703759229705,0.008340510863101412,0.01596833008519364,0.05663195452848194,-0.04169605443305813,0.00026072922551396863,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.0295478443743428,0.1174236811989968,0.7728706624605678,-0.4391167192429022,0.014728263950828073,91.99804,24.826734625367063,178.5,53.4,451.097321219882,-0.0014668342635730431,0.008733082031611838,0.0468771622307302,-0.03534526500299829,6.165071166586028e-05,-0.1704153477218225,0.05831621139836759,0.09892086330935251,-0.4538369304556355,0.0006717873308850963,-0.043534215500945175,0.17482755950256382,0.5897920604914934,-0.3568052930056711,0.0010931146996072255,0.03357247350941009,0.0485398971782586,0.20955242764510518,-0.11564921714376088,0.00037927451723445115,0.008211794751229675,0.015825337803804813,0.05663195452848194,-0.041661480590244646,0.00025829762508443863,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029269484752891692,0.11746309813101596,0.7873817034700316,-0.43154574132492113,0.014522183897596009,92.21154666666666,24.11550593859662,169.9,53.4,447.1756348596788,-0.0010398465488875564,0.008516113022372346,0.04278333871488537,-0.040188661838645695,6.004316188603396e-05,-0.16943876898481217,0.08877450978188324,0.27817745803357313,-0.5275779376498801,0.0026681357098952752,-0.03579004410838059,0.15152302122343808,0.46313799621928164,-0.31190926275992437,0.002068589348310334,0.03469601718593495,0.03590360255288019,0.16260082239443302,-0.09588012019610945,0.0003318304569779436,0.008493258100651371,0.01802311602173116,0.05663195452848194,-0.043528468102172625,0.00033731493756335303,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029256361724500524,0.12219298382174701,0.7861198738170347,-0.45678233438485805,0.015125186785597714,91.94433333333333,26.043579808125884,174.4,51.3,454.5698457820261,-0.0012324138567277089,0.008920086721983325,0.041284192075280224,-0.03770930393468333,7.0510404365518e-05,-0.16965155875299762,0.08694751055974519,0.14688249400479617,-0.5983213429256595,0.0019242023175372492,-0.032519533711405174,0.14576432026765052,0.4621928166351607,-0.2830812854442344,0.002014440256360656,0.03296121303178871,0.031661611004770045,0.1359125415151036,-0.08550134429859245,0.0003738960580349687,0.008477317254191503,0.018281106790194904,0.05663195452848194,-0.042629548189022114,0.0003439121824134469,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.02954515247108307,0.11772951557758608,0.8302839116719243,-0.44037854889589906,0.014404472106792788,88.18258666666665,24.746619286463265,170.4,52.4,406.21200387688344,-0.0011190937466365298,0.008251001481350486,0.03828589879606993,-0.03799760136537663,5.893264331819972e-05,-0.1693906474820144,0.08331931825593245,0.22122302158273383,-0.5581534772182254,0.0018280030837384052,-0.03132514177693762,0.1634164289777184,0.6025519848771267,-0.33175803402646503,0.0016402051476820123,0.03586911539880858,0.0283079901605813,0.1284991301597343,-0.04942274236912858,0.00022488533875972562,0.008381201971170024,0.01838079773427241,0.05663195452848194,-0.042664122031835595,0.00034258586556293184,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029508222923238694,0.11898267736794503,0.7772870662460568,-0.4555205047318612,0.014565923784818594,94.01261333333333,26.128495674974392,180.1,57.8,474.18110839581686,-0.0012419007641803893,0.00826415137787445,0.04935652013469256,-0.03459569168319572,5.552400347674493e-05,-0.1692275779376499,0.07956243233900828,0.13908872901678657,-0.6145083932853717,0.0012174009328286457,-0.03498071833648393,0.17709338314294062,0.6517013232514177,-0.3223062381852552,0.0014219792917355236,0.03218343086087828,0.028116467032575154,0.11515498972006959,-0.0904436185355053,0.0002540655550430925,0.0083353847146736,0.017764173502384958,0.05663195452848194,-0.04179977596149857,0.0003258623344807047,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029206982124079916,0.11998596289187936,0.7848580441640378,-0.4416403785488959,0.014801929054018967,90.78602666666666,23.853248096348548,168.1,53.8,424.918606649674,-0.0010251933514768517,0.009265013029118392,0.03805526085151529,-0.04589695096637299,7.585563159831779e-05,-0.16931286970423662,0.07592551077656093,0.26798561151079137,-0.6163069544364509,0.0020908887660769765,-0.027707939508506616,0.14063888187571216,0.45368620037807184,-0.30671077504725897,0.0015875424015628205,0.034271772365438345,0.02994162643710123,0.1532105013442986,-0.050411197216511154,0.0003935871767316567,0.008425364293057111,0.017086501391172116,0.05663195452848194,-0.04294071277434344,0.000298066125809387,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.028917854889589905,0.1175468415669601,0.7350157728706624,-0.43974763406940065,0.013980172194168293,92.81302666666666,23.49307465983587,163.1,54.3,443.98979288877956,-0.001141219613450805,0.008895173254494557,0.041284192075280224,-0.04987545550994049,6.924878625998792e-05,-0.1679324540367706,0.11359321529859573,0.3381294964028777,-0.5341726618705036,0.0040491762765684815,0.008383868935097667,0.1866814561045802,0.5165406427221172,-0.31190926275992437,0.0022415494046847334,0.032897820127576576,0.02777572669559801,0.10576466866993517,-0.10527044124624388,0.000283664025112629,0.008777012543390172,0.021524976731074633,0.05663195452848194,-0.041972645175565974,0.00046081503597394545,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029446477392218715,0.12067153938404401,0.7747634069400631,-0.4252365930599369,0.015371009838326,95.14547999999999,23.790905312106137,160.8,55.6,457.6586220429215,-0.0013291587865368944,0.008457281225713152,0.038516536740624566,-0.04105355413072558,5.881346653550258e-05,-0.1710857713828937,0.08357640490168528,0.1564748201438849,-0.47961630695443647,0.0013795331815039487,-0.03567983616887209,0.17663044946999212,0.4768431001890359,-0.3724007561436673,0.0014839733911191926,0.033576690916758925,0.033941387242724504,0.15914123042859402,-0.08896093626443144,0.0002552411079920779,0.008461436335725844,0.01726160979637089,0.05663195452848194,-0.041661480590244646,0.00030007133936509284,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.029394405888538377,0.12220334623188327,0.7621451104100946,-0.48643533123028393,0.015541786000764793,86.45066666666666,23.198479222186577,165.6,51.3,376.25339297676015,-0.0011709334686409274,0.008075928551303225,0.04324461460399465,-0.04647354582775958,5.8218491445010125e-05,-0.17274740207833733,0.08172225510358844,0.2517985611510791,-0.6984412470023981,0.0011977849166777863,-0.029977504725897924,0.17579888187969586,0.7051039697542533,-0.31427221172022685,0.0013385336406321485,0.035241314776741,0.03167169562250882,0.14876245453107703,-0.09291475565396173,0.00028714042319316293,0.008326035947576834,0.016428426750813612,0.05663195452848194,-0.04328645120247825,0.000271771920337088,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
