ECG_mean,ECG_std,ECG_max,ECG_min,ECG_power,BP_mean,BP_std,BP_max,BP_min,BP_power,EEG (C3-O1)_mean,EEG (C3-O1)_std,EEG (C3-O1)_max,EEG (C3-O1)_min,EEG (C3-O1)_power,Resp (abdominal)_mean,Resp (abdominal)_std,Resp (abdominal)_max,Resp (abdominal)_min,Resp (abdominal)_power,Resp (nasal)_mean,Resp (nasal)_std,Resp (nasal)_max,Resp (nasal)_min,Resp (nasal)_power,SV_mean,SV_std,SV_max,SV_min,SV_power,SO2_mean,SO2_std,SO2_max,SO2_min,SO2_power,H,HA,OA,X,CA,CAA,L,LA,A,W,1,2,3,4,R
-0.8249413333333333,0.16044875825287302,0.402,-1.028,0.026692545624778914,89.15976230880351,24.05973060896157,158.68262442473247,48.53416495420233,513.8879857390813,0.009447283904037105,0.0036969348797239125,0.023006064398575464,-0.0045091886221207906,8.343081921919326e-06,-0.016872,0.14244124548739384,0.669,-0.19,0.0016794662385722309,-0.26229906666666664,0.10477416360500755,0.102,-0.618,0.0018817241306731283,-62.219337216281396,31.323175936175257,18.72723154576847,-167.53280112565847,734.5582156509389,96.39814344856262,0.07193674423808454,96.86355325355134,96.12973845617596,0.004405869800207584,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
-0.8245834666666667,0.1656923215882847,0.48,-1.09,0.028554445099539312,97.35538138330402,25.771198274316824,176.2375351528482,57.1395133503375,598.3363097591537,0.00923554222226312,0.0037717855908729436,0.026226913414376028,-0.007822061895515658,9.68961462799948e-06,-0.01531893333333334,0.30117031131049793,1.155,-0.531,0.003563672485410532,-0.26866426666666665,0.13428325714621148,0.111,-0.664,0.002371619741505421,-52.270166465686366,33.77818372884275,33.65840264307036,-171.20232622584282,698.8443821646779,96.36426566541712,0.06370032189838899,96.61894832109289,96.12973845617596,0.003863823636053337,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8244701333333333,0.16789026031304563,0.472,-1.088,0.029565136726026627,95.510532372747,25.25045725297033,175.72121424908008,54.730015799419654,588.9313657279326,0.009324339495891116,0.008540530601971788,0.05217775405596915,-0.05714706396606145,4.056662059586409e-05,-0.0047372,0.34358371886556754,1.217,-0.805,0.004749256857319481,-0.2683314666666667,0.20755585335803522,0.34,-0.783,0.005339866095268799,-46.14330803048153,36.31440465416436,52.512169537121046,-143.74415564860124,669.2092087129373,96.3393893437861,0.07064154453084427,96.55779708797827,96.06858722306134,0.0036112608413313863,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8250464,0.1594679904569357,0.48,-1.044,0.026181318990338025,91.50737019405635,23.36756815696041,160.23158713603678,55.246336703187765,513.4121667785761,0.009211971742417968,0.004886577767345181,0.037085775810503645,-0.011042910911316222,1.6731452496002297e-05,-0.007677333333333332,0.13020767573209943,0.675,-0.202,0.0016374821798265814,-0.2736918666666667,0.15505459980444164,0.218,-0.798,0.0037357300693525853,-56.22576268126716,29.015927529100036,22.77636269079949,-132.10290360663703,710.7988619962882,96.33346990442062,0.06540728118534982,96.55779708797827,96.06858722306134,0.003626417446192764,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
-0.8249909333333333,0.18385800440683084,0.548,-1.088,0.03506199538090985,95.23942947687513,24.758855536324134,172.62328882647142,57.65583425410561,576.9153293035557,0.009531013708546907,0.01876749112489977,0.1296621789503713,-0.08880340857850129,6.841178949865679e-05,-0.015583066666666673,0.2920845939676761,0.993,-0.69,0.0060424480877644396,-0.2655422666666667,0.2146680195407059,0.208,-0.902,0.0074589507371958744,-29.178241487650787,40.5548830790588,52.00602814399217,-139.6950245035702,908.827777392992,96.36986711837042,0.08499453337387149,96.61894832109289,95.94628475683211,0.004319854122145889,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8258717333333334,0.18491182208734577,0.562,-1.052,0.03548073647271824,97.47493835702099,22.78970927632042,156.78944777758272,60.065331805023455,558.0780482109936,0.00916778782887169,0.004771634722676215,0.03202444164281704,-0.011042910911316222,1.3312279777554416e-05,0.013060666666666667,0.13475617556493985,0.53,-0.148,0.001710957507047435,-0.25624226666666666,0.22379148831042606,0.203,-0.659,0.00650410202767606,-27.709132351334677,30.078854413885804,37.32792774325472,-118.56362134043957,913.9389469217036,96.36745368303684,0.07272557782803868,96.61894832109289,96.12973845617596,0.003932313510758172,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
-0.8253101333333334,0.18273221596272754,0.552,-1.094,0.03456753024003941,99.83663606604777,23.88392151818117,174.51646547362117,62.3027223880186,591.9133142741175,0.009220879690553095,0.007733504159229815,0.05190168128318624,-0.06358876199766259,4.4800926722044465e-05,-0.0188416,0.2750164925529134,1.084,-0.676,0.004733928462693217,-0.27156026666666666,0.22773586330351125,0.339,-0.879,0.0059022816371318496,-36.30061255762104,32.21875068871856,43.02201841595459,-160.95296301498306,900.461070599703,89.63652930061335,4.406665878947662,96.55779708797827,85.55057512734743,0.08359272900878605,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8252432000000001,0.16300696443330268,0.484,-1.08,0.027673543910462298,90.89600034880347,23.04833183875846,166.77165191709952,58.51636909371913,527.7562223221164,0.009239088223655757,0.0044887858945224296,0.027055131732724745,-0.011042910911316222,1.4596534100282514e-05,0.03996546666666665,0.24496130798036023,1.176,-0.408,0.002558713821498962,-0.2648413333333333,0.13176591829790013,0.152,-0.712,0.0016600047700288335,-57.33444853153619,36.138200131321035,38.46674587779469,-164.36941741860298,819.6410954949819,90.27017022464925,1.3672906145876207,92.15490830372593,86.46784362406667,0.011652206843465492,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8250938666666666,0.16347264885106078,0.544,-1.048,0.027608473031947585,90.20396970458413,24.61454140174961,172.79539579439412,47.84573708251152,558.8129433197039,0.009197849086352496,0.004299136215734729,0.029631810945365197,-0.008742304471458675,1.3887111292478855e-05,-0.0714424,0.13900620519329343,0.641,-0.556,0.0011573029370307868,-0.2803025333333334,0.10758963676975998,0.074,-0.689,0.0009839106732915145,-63.3249018612928,37.57147160330777,40.49131145031021,-188.28459824394244,853.0505632269027,89.17800104772445,1.8222327497856823,90.93188364143361,85.55057512734743,0.010187760534531201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.8253461333333333,0.17755035095726757,0.514,-1.126,0.032445358462578476,95.93561363592033,26.0376562536116,174.34435850569847,57.483727286182905,624.1728466113212,0.009420449630522605,0.011061732986988915,0.04730046840347115,-0.06846604765016058,8.304607634200527e-05,-0.006163866666666672,0.4476967985304141,1.608,-0.989,0.005621587668713664,-0.27226293333333335,0.20601776217775225,0.385,-0.881,0.006159150282326418,-33.07962996002748,39.33738021965437,50.48760396460553,-155.51194303884762,947.4865381879152,88.94855346758067,2.1209330037867984,92.15490830372593,85.85633129292052,0.017896429756390646,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.8260277333333332,0.1633017077810136,0.444,-1.038,0.0286574222177284,93.42064893505945,22.34611703536842,155.92891293796922,58.17215515787372,539.6206191595601,0.009303885570903154,0.003863745775329199,0.02530667083843301,-0.009202425759430186,1.0356047296875179e-05,-0.006929866666666665,0.11677402400069785,0.556,-0.119,0.0011361863961720485,-0.26332973333333337,0.1530990283311063,0.116,-0.696,0.00408183449638939,-45.778515057073776,28.599789386974127,19.612978983744004,-126.28227758565495,761.1506864013076,91.34583672213083,0.47204894033603056,92.15490830372593,90.01461514471438,0.005508230201476186,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.8246199999999999,0.1702064162519537,0.46,-1.038,0.029416145160619207,94.19687430798656,23.185874845726,161.43633591149572,58.17215515787372,558.6651850501221,0.009051653215787683,0.004116774782382078,0.0247545252928672,-0.0049693099100923,1.2221235079576497e-05,-0.007151866666666672,0.18106048787587226,0.808,-0.246,0.0028329053100916435,-0.2700102666666667,0.18938060872555623,0.187,-0.803,0.006673983403523949,-43.61231425138104,31.456771418792695,28.34391801521714,-137.54392358277246,853.4594342511009,89.33266474651793,1.0701868858812138,90.93188364143361,87.3851121207859,0.008514099135885227,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.8256248,0.17976004902358034,0.484,-1.088,0.03337065606120221,92.40478181999677,23.513193382318907,161.26422894357302,54.21369489565154,529.3334569215464,0.009345824092564133,0.015462988793769592,0.07987705559185401,-0.074999769939356,8.650918919314537e-05,0.0015538666666666586,0.3681476814609171,1.36,-0.852,0.005986571998424908,-0.26342493333333333,0.27030396636317094,0.46,-0.992,0.010093101178600449,-26.769379626712283,39.07078120713549,60.230825782336424,-173.10035645007613,1050.8348234815696,88.9394541640932,0.9330250320341852,91.35994227323593,87.62971705324436,0.008524218500075037,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
-0.8252525333333334,0.16496969164137057,0.44,-1.04,0.028289516787239316,90.8866836249399,21.688222928173793,150.76570390028812,56.62319244656939,516.5862131700173,0.009148057828043472,0.0062241508222165435,0.03828209115922957,-0.04325140106932187,3.204255277536644e-05,-0.011044800000000002,0.1533769191446136,0.658,-0.271,0.001731775979570428,-0.2724616,0.1674176143424182,0.172,-0.664,0.004381401226665634,-46.72560683189653,30.782745283159848,21.511009207977295,-146.52793331081006,921.2143627798645,91.57106079044084,0.5912444141936722,92.46066446929902,90.4426737765167,0.006422473180312818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.8256605333333333,0.1670141597661175,0.472,-1.052,0.028505771218570116,96.7138813448668,22.355850214441972,157.47787564927353,62.1306154200959,547.2777508563282,0.009318891659841535,0.004676360330099086,0.026871083217536142,-0.010122668335373204,1.5463685187940292e-05,0.0313636,0.21001647981775146,0.875,-0.336,0.003575687947779937,-0.2777574666666667,0.2004308398864362,0.136,-0.942,0.006721800415515599,-43.662422249300796,30.038080964056835,45.80579607816342,-127.54763106847714,697.8862237571246,90.82614908262957,0.7174605923143068,92.09375707061132,88.79159048242207,0.005386880059689856,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.8255997333333333,0.16969209857836307,0.462,-1.04,0.029521203567957278,95.72867221769008,22.833549907889402,161.43633591149572,57.1395133503375,560.8078881808242,0.009397553995233144,0.004453494942568889,0.029999907975742403,-0.012239226260042146,1.5258782475661888e-05,-0.020549066666666668,0.17207433778979234,0.588,-0.38,0.0019759281207082737,-0.2605729333333333,0.19951364969360422,0.08,-0.775,0.005206332093095235,-43.89600650222977,30.08958357844095,31.25423102570819,-130.07833803412151,716.7182910952553,90.27058605303442,0.9619612872268268,91.665698438809,88.36353185061976,0.00724434103255784,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8260223999999999,0.16988358847037974,0.51,-1.094,0.030134155375459753,97.77596491771565,24.513032299023088,170.21379127555358,59.72111786917805,581.5723188054984,0.009150671316959149,0.004880450236781609,0.030736102036496817,-0.013067444578390862,2.0929755535386223e-05,-0.016192266666666653,0.26507729558287124,1.102,-0.537,0.004962347402071668,-0.27392106666666666,0.21946109610330078,0.283,-0.878,0.00660537253711644,-43.1132925805155,31.60695911303431,38.846351922641354,-130.33140873068598,712.4592941854125,89.69939276825515,1.4507999616560079,91.42109350635054,86.71244855652513,0.008570672802410263,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8252050666666667,0.16723878362288522,0.478,-1.064,0.029024431534911105,94.19595640415764,23.417507759523165,162.98529862280003,56.45108547864669,567.7605449615185,0.009333406952739407,0.004738550892492988,0.027239180247913348,-0.018772948549237577,1.7463060850271354e-05,-0.017351333333333333,0.19547046195837933,0.852,-0.376,0.0023703857852903705,-0.26764733333333335,0.16363333001833363,0.112,-0.718,0.004396576664316066,-50.847183681664056,31.36762201147668,42.009735629696834,-150.45052910755885,758.4360497859067,90.11673770401579,1.085503173564774,91.54339597257977,88.24122938439052,0.010202578897220265,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
-0.8252434666666668,0.16536755321802266,0.452,-1.052,0.02822144884957183,91.41351452754915,23.160456295347988,156.61734080966002,55.76265760695588,540.4468876400584,0.009216683384406796,0.005544424172334408,0.03644160600734353,-0.010490765365750412,1.7479501351800657e-05,-0.01885973333333333,0.14967539919860653,0.685,-0.208,0.001410914081473574,-0.26639199999999996,0.15127564312428707,0.132,-0.629,0.0034882620588318537,-51.94680960099608,28.971540023161282,23.788645477057244,-135.64589335853918,717.7661844877113,90.67196644020326,0.5022963671766494,91.54339597257977,89.40310281356822,0.006483258829376394,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
-0.8259746666666666,0.16489033737069686,0.52,-1.128,0.028939173294464514,90.94407556184319,25.597227976295557,168.14850766048113,51.28787644096559,560.0189856462598,0.00920597176082282,0.00591193720378735,0.03754589709847515,-0.025214646580838707,2.5334782969784526e-05,-0.004624799999999982,0.4311400948163988,1.485,-0.915,0.0033292776338819143,-0.2712212,0.17483299232093846,0.208,-0.986,0.0034509947202725354,-47.49630833121387,43.753643349634295,56.181694637305405,-166.64705368768293,927.7071211748726,89.2209781343574,1.8271523821433986,91.54339597257977,85.85633129292052,0.01616716003611308,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
-0.8255735999999999,0.17030260454958795,0.524,-1.082,0.030430092053060367,97.31240053651479,24.48211423202524,172.96750276231683,54.55790883149695,587.3219480570576,0.00926576298845709,0.005331447122711864,0.033864926794703085,-0.017024487654945842,2.2270593347467752e-05,0.004992000000000007,0.329794477722111,1.44,-0.647,0.006977949347185684,-0.27381306666666666,0.19048895538218366,0.272,-0.806,0.005072906033255486,-41.56601834172052,35.4902840600703,47.57729095411449,-147.91982214191447,672.5153120630196,87.83683220305471,2.873552868123893,91.54339597257977,82.7376184040751,0.0330351190596258,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8251229333333334,0.1691761159878335,0.48,-1.104,0.03055228495822303,87.95951126210629,25.12671182809029,168.49272159632656,47.157309210820706,527.3377311943179,0.009349946779304358,0.00693550904295505,0.04803666246422557,-0.035061242143429004,2.9202826435957777e-05,0.009436133333333338,0.3223450863919735,1.353,-0.719,0.005250034336762251,-0.2633838666666667,0.20369305006892655,0.513,-0.935,0.005960087035983544,-44.05871408874093,34.95550096502884,42.768947719390155,-151.58934724209882,733.3078387587296,88.98125714705036,2.4286466179621304,91.42109350635054,83.65488690079435,0.015871220478894565,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.8248005333333334,0.16325049610863532,0.498,-1.042,0.026930277899670813,88.76033645764849,23.687639320391057,160.05948016811408,52.83683915226992,526.0052477149741,0.009081996680991775,0.004719154721031396,0.03322075699154297,-0.009202425759430186,1.4739415364558382e-05,-0.022904666666666667,0.11987060403433177,0.635,-0.299,0.0012033058207625766,-0.27249893333333336,0.1459096300187056,0.293,-0.551,0.003866287568642158,-53.94949299394865,32.501493686740076,27.07856453239495,-152.7281653766388,784.0420889546035,89.76844474068818,1.2059261084604205,91.05418610766286,84.57215539751358,0.017989886966865615,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8253610666666668,0.16953576544256246,0.456,-1.064,0.02997543863538911,93.12090743972526,23.747411333268623,167.28797282086762,56.62319244656939,554.2861749816974,0.009482363551032052,0.005906767474045707,0.035337314916211914,-0.016564366366974333,2.1218335196161483e-05,-0.004726266666666659,0.2960532787693158,1.405,-0.62,0.006899166723879769,-0.26942839999999996,0.20295317638995783,0.411,-0.867,0.007124903528861693,-48.0997975856212,31.411483257612694,38.846351922641354,-148.67903423160777,724.7024473234505,87.46930513853809,2.443421994325984,90.56497624274593,82.98222333653358,0.031211182762107468,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8264117333333334,0.16499920022734116,0.496,-1.04,0.028954657687126257,88.46112275701594,23.290712285087107,162.12476378318652,49.738913729661256,519.8415255472397,0.009156855347069488,0.00592117749098289,0.028987641142205083,-0.01932509409480339,1.8573718551059646e-05,0.001194266666666666,0.1281895242487813,0.64,-0.206,0.0017883834861767143,-0.26327866666666666,0.13631341415364162,0.304,-0.672,0.0041772339810492096,-48.826802211331746,27.250497939705685,31.380766373990408,-120.46165156467285,659.5870258456362,89.77333683933736,0.6978402693290814,90.74842994208977,88.42468308373438,0.007523984905294519,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8250762666666667,0.17242543059748724,0.482,-1.056,0.030231275051825744,92.0971922469253,24.055006910931876,164.19004739825897,54.04158792772884,576.7371237840536,0.009142646801696928,0.0054702064362008845,0.028251447081450668,-0.014355784184711088,1.7142165777737725e-05,-0.014507733333333344,0.322196238039587,1.3,-0.66,0.008029012168415282,-0.2675548,0.19465621951779502,0.413,-0.793,0.007295708534814828,-47.57008687495228,30.510949362322105,39.8586347088991,-127.42109572019493,672.7073680160869,87.18114422110655,2.7040830940794085,91.2376398070067,82.43186223850203,0.029489184224738528,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8251434666666668,0.16965314325798847,0.504,-1.048,0.029661124817902507,88.47131148951696,23.842984629669402,163.84583346241357,48.70627192212504,545.9949277067587,0.00930971377388413,0.007366466323885313,0.041594964432624434,-0.027699301535884856,2.7058674017224823e-05,-0.00031786666666667616,0.22185905622139676,0.992,-0.332,0.00356143883170369,-0.26746800000000004,0.16407354095851856,0.355,-0.717,0.004215796192723778,-48.65142421861259,31.04642955062496,37.45446309153694,-149.18517562473664,738.8968048281819,89.22815321237618,1.5310256238959215,91.2376398070067,86.40669239095206,0.013828590621447114,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8255253333333334,0.168752709879147,0.512,-1.064,0.03031015134416703,94.18574472406091,24.39334520608119,169.69747037178547,55.76265760695588,584.5220435509992,0.009408523286738383,0.005732838215528272,0.03616553323456063,-0.023650234201735575,2.4422093868689762e-05,-0.0019053333333333361,0.2381893501080367,1.131,-0.448,0.004522483275181775,-0.27151226666666667,0.19503729416754007,0.461,-0.852,0.006239637930089816,-50.65940522481325,29.83538433144823,34.291079384481456,-128.05377246160603,654.5924570379823,89.16217510859438,1.34095156897088,91.11533734077747,86.65129732341052,0.011735751448556785,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8251109333333334,0.16784914485075247,0.516,-1.094,0.029065950640778576,88.78518870381654,23.718306994896952,166.2553310133314,53.35316005603803,562.1874264391352,0.008950647390652175,0.005401988452008678,0.026134889156781724,-0.01638031785178573,2.085567110857995e-05,-0.011944800000000002,0.22131689772727856,1.161,-0.439,0.0035195753274346953,-0.2634574666666667,0.17983527552804787,0.259,-0.905,0.005812785317156275,-51.885718334845436,31.787051428648372,38.59328122607691,-143.74415564860124,758.9107336868921,89.79795224904042,1.0514643710179603,91.35994227323593,87.7520195194736,0.00860892033716456,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8253277333333333,0.17062862223025643,0.528,-1.082,0.029584605033831316,91.26139491550123,26.53423994269003,176.5817490886936,53.52526702396073,583.2117937521198,0.009261554412409778,0.006436873508075531,0.04177901294781304,-0.02438642826248999,2.2103948377856138e-05,-0.003835733333333337,0.31588687967339757,1.213,-0.648,0.005106722124724889,-0.2660316,0.27289173225800256,0.512,-0.879,0.008235166879787516,-46.447127837397026,40.515084046580306,39.98517005718133,-175.5045280674383,786.1940600972973,88.58220866023761,2.3512253573273005,91.91030337126747,83.77718936702358,0.02546313790678791,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8252472000000001,0.17657458695640962,0.536,-1.108,0.03179735773501575,96.16543380708644,25.717139424856384,175.89332121700278,56.79529941449209,613.9827603696386,0.00945232683335327,0.009477049404189591,0.054570384753421,-0.030552053521308215,3.545280570404233e-05,0.033596933333333336,0.4058016797286521,1.596,-0.79,0.009605146905898981,-0.26542493333333333,0.2935555126916581,0.653,-1.637,0.01825188714071008,-39.11990447424775,32.604678943322504,51.246816054298854,-136.15203475166805,620.3848526985325,85.5608159205197,5.056316555088582,91.91030337126747,77.2951586568743,0.04804280903798295,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.8251557333333333,0.15571179107717636,0.402,-1.034,0.02559930097976217,82.00213183164267,22.824370673114544,154.55205719458758,47.67363011458882,506.72971241724315,0.008898831598676077,0.005689578388793294,0.03018395649093101,-0.022729991625792558,1.9015847401082823e-05,-0.03277053333333334,0.08422743502989721,0.851,-0.316,8.07548696173671e-05,-0.26313173333333334,0.10279936565787856,0.628,-0.536,0.0014423223141129934,-63.68279444037423,30.369273305545224,-3.1633837070554844,-195.37057774774672,809.6147830263127,90.13858092448433,1.5295458342655663,91.665698438809,83.22682826899204,0.04754992343326853,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
