ECG_mean,ECG_std,ECG_max,ECG_min,ECG_power,BP_mean,BP_std,BP_max,BP_min,BP_power,EEG (O2-A1)_mean,EEG (O2-A1)_std,EEG (O2-A1)_max,EEG (O2-A1)_min,EEG (O2-A1)_power,Resp (nasal)_mean,Resp (nasal)_std,Resp (nasal)_max,Resp (nasal)_min,Resp (nasal)_power,H,HA,OA,X,CA,CAA,L,LA,A,W,1,2,3,4,R
0.0861296,0.1082116605108094,0.856,-0.344,0.011970104530445726,111.95153680419291,17.37856601320015,156.70047681998813,86.35322619209938,346.7212654444252,-0.0006605943775100404,0.010449157361432298,0.05301204819277108,-0.03289156626506024,6.479907225293683e-05,-0.3784408602150538,0.1926228692986708,-0.0,-0.7741935483870968,0.006871937216426012,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08599733333333334,0.10755957105819186,0.866,-0.344,0.012015636275694594,111.61555622741133,17.54089536292824,156.70047681998813,78.64664536488685,338.18363469001315,0.0001100883534136548,0.011889529509495404,0.054578313253012045,-0.043132530120481925,7.642280564193444e-05,-0.37609247311827954,0.1862441027675809,0.008064516129032258,-0.7258064516129032,0.0060477261240062955,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08580693333333334,0.1079725350506425,0.88,-0.492,0.011949367178941824,121.69787173219565,20.54779012647944,194.83817168286038,86.74843546528976,381.09707846942854,-0.000927582329317269,0.017087689227237815,0.07710843373493977,-0.08819277108433735,0.00016873510844779563,0.09249462365591399,1.3420223682929049,5.008064516129032,-2.25,0.1300499170257309,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
0.0864288,0.12095095478702653,0.972,-0.464,0.015208601792281791,123.82264852129158,20.32903748848938,177.84417293567378,91.88615601676479,427.85387479939453,-0.00037781526104417677,0.012659695836893806,0.08313253012048193,-0.057349397590361444,0.00012014645065488081,-0.8170677419354838,1.675586162735686,8.758064516129032,-3.3870967741935485,0.22098038154674995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08612106666666666,0.11531950865398082,0.998,-0.388,0.014198124946884943,119.79109237819158,19.216915085101096,170.928010654842,86.35322619209938,380.0358656605063,-0.00028926907630522086,0.009125531581413585,0.05686746987951807,-0.08096385542168674,7.85403500120141e-05,-1.1100247311827958,0.811167071429799,-0.12903225806451613,-5.112903225806452,0.07576220983546357,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.08668800000000002,0.10645453359376794,0.8,-0.382,0.011650336327787033,118.70210639955789,19.381030468839764,171.5208245646276,85.36520300912342,371.7136673527355,-0.0007713413654618476,0.008069987943388077,0.031204819277108435,-0.0372289156626506,4.024405854703706e-05,-0.11560322580645158,1.3764517714001587,5.0,-3.161290322580645,0.0467699902531004,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.08596853333333333,0.10578654771054567,0.748,-0.382,0.011708477401052918,113.26716212735884,17.27060065198359,157.0956860931785,86.35322619209938,332.45790570044346,-5.879518072289221e-06,0.0064218725741778835,0.022650602409638555,-0.024096385542168676,2.571696386714377e-05,-0.09350107526881721,0.3069913828974925,0.9596774193548387,-0.6935483870967742,0.005881417122557141,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08583146666666666,0.10379930569701429,0.728,-0.336,0.011411375814501017,111.42343182607105,17.154106841707257,154.92203509063137,84.17957518955225,327.9605029069039,-0.0004450441767068273,0.00702841423809201,0.03963855421686747,-0.030963855421686746,3.4495435157394664e-05,-0.2982483870967742,0.23471628435521735,0.4274193548387097,-0.6854838709677419,0.006141522440151511,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
0.0860576,0.10458242498418811,0.748,-0.326,0.011291779133327658,108.17054334029561,16.0760692824775,144.05378007789577,84.17957518955225,309.0016976704809,-0.00043185542168674697,0.005195033112699833,0.016987951807228917,-0.021445783132530122,2.2227835419932213e-05,-0.3099677419354838,0.20244375640094017,0.12903225806451613,-0.6532258064516129,0.004724808135260718,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08592773333333334,0.10295440857095706,0.75,-0.344,0.01118892874336867,106.77811568170637,16.13413077963331,145.6346171706573,81.80831955040993,296.63946040965925,-0.0003456224899598393,0.005392095531522132,0.01578313253012048,-0.0227710843373494,2.2524715254850532e-05,-0.34895806451612904,0.20893883576261493,0.04032258064516129,-0.7016129032258065,0.005157002579693482,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08586773333333333,0.10271131634600392,0.76,-0.328,0.010865082465514243,107.14863754896479,16.505795642088696,147.80826817320443,81.41311027721954,307.0855018826738,-0.00031797590361445785,0.005116922490742036,0.021325301204819277,-0.02180722891566265,2.1553580952856865e-05,-0.36928817204301073,0.209089305227244,0.10483870967741936,-0.7419354838709677,0.004988516100644515,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08598586666666667,0.10170732553221305,0.768,-0.34,0.010730273525299908,105.21569534107549,16.626670062799064,153.53880263446501,78.64664536488685,294.7861324952661,-0.0005262971887550201,0.006273640532765832,0.01855421686746988,-0.027349397590361445,2.4649941620732755e-05,-0.37856236559139783,0.21287405179446003,0.03225806451612903,-0.7580645161290323,0.005813603296915873,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08571920000000001,0.10165688475468185,0.776,-0.344,0.01091905290778531,105.83353917149647,15.993833356738458,141.68252443875343,81.01790100402917,294.6864884678934,-0.00020027309236947798,0.006276903776306903,0.025542168674698794,-0.030963855421686746,2.619786281792691e-05,-0.3712086021505377,0.21660190025351295,-0.0,-0.717741935483871,0.005516196983708075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08571866666666668,0.10228710598875869,0.77,-0.352,0.010796032482538546,106.27385499640033,16.504358453877177,146.42503571703807,80.62269173083878,305.6625485465751,-0.0005372530120481928,0.006059311770997011,0.023855421686746987,-0.025421686746987953,2.428099174958507e-05,-0.37920860215053764,0.22070034079149656,0.024193548387096774,-0.782258064516129,0.005435952027376486,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08578666666666666,0.09980051747806165,0.77,-0.352,0.010392768084887457,106.94426166015559,17.498289207851975,163.4190344642247,79.23945927467243,316.14044184478996,-0.0004874056224899597,0.009030356325060421,0.031927710843373494,-0.03,3.870237298677469e-05,-0.3838838709677419,0.3023548975150484,0.5403225806451613,-1.096774193548387,0.005069123853099389,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0.0859168,0.10072443469400395,0.754,-0.324,0.010477898271025533,105.64628901785885,16.039388564827416,143.85617544130056,79.63466854786282,295.64500637446355,-0.000251566265060241,0.007097230831758712,0.02506024096385542,-0.029156626506024096,2.1843427492661883e-05,-0.3661935483870968,0.21504642836953103,0.12096774193548387,-0.7258064516129032,0.005207358152505438,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0853384,0.10038228870393422,0.742,-0.332,0.010728938154264112,105.41227243356039,15.733314182310405,140.1016873459919,81.41311027721954,288.5126717810287,-0.0004903935742971887,0.005346920438330452,0.015421686746987951,-0.02313253012048193,2.1120917569649145e-05,-0.3691043010752688,0.2035065598152755,0.008064516129032258,-0.7258064516129032,0.005243912177062234,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08618106666666668,0.10183755830502264,0.748,-0.334,0.010685160785166327,104.78670884866976,15.96833327636467,144.05378007789577,74.49694799638779,292.4322718123607,-0.00038120481927710845,0.005557522695296325,0.02036144578313253,-0.03650602409638554,2.7184899917561378e-05,-0.37539677419354833,0.2099088641003224,0.016129032258064516,-0.7903225806451613,0.005540644252495458,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0858952,0.10141513472008669,0.772,-0.32,0.010890718521562018,107.36544935623704,16.254680508710187,144.64659398768134,82.59873809679071,306.61821213186,-0.0004916787148594378,0.005019000020012339,0.021204819277108433,-0.02072289156626506,2.3500947598208802e-05,-0.3725182795698924,0.2179691119056588,0.04838709677419355,-0.7741935483870968,0.006041945154040594,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.086172,0.10288776935412035,0.76,-0.33,0.010916386503554474,106.83257551955201,16.12111996766756,146.0298264438477,82.20352882360032,298.60513732902007,-0.0002605140562248996,0.005498786649037703,0.022650602409638555,-0.023253012048192773,2.536707790451191e-05,-0.36526989247311825,0.21726648768838622,0.03225806451612903,-0.7580645161290323,0.006251129333741896,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08592400000000001,0.10160506593669433,0.762,-0.336,0.010856014564373864,105.89811636673576,15.92522790668306,140.69450125577748,77.85622681850607,288.81850624222426,-0.0004918393574297188,0.005174591728598938,0.02060240963855422,-0.02216867469879518,2.2452422179955333e-05,-0.3807849462365591,0.22420534019168806,0.008064516129032258,-0.7741935483870968,0.005958583148690991,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0861184,0.10244081404127946,0.756,-0.312,0.010917806501715397,104.86838543179577,15.5645820487553,141.08971052896786,82.20352882360032,289.1358664503644,-0.000310152610441767,0.005309265072342255,0.018313253012048194,-0.023373493975903614,2.5395865492310527e-05,-0.3819666666666667,0.21771732254094306,-0.0,-0.75,0.005862332436038775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08615253333333335,0.10282750442812251,0.766,-0.328,0.010994308966358893,106.71029777042689,16.192935169965743,147.21545426341885,79.832273184458,297.9144728112689,-0.000482859437751004,0.0062964904464057085,0.02036144578313253,-0.023373493975903614,3.63284288404342e-05,-0.3661956989247312,0.2231083017745658,0.03225806451612903,-0.7741935483870968,0.005902699717478791,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.0861568,0.10303728749224719,0.752,-0.31,0.011097707893516216,106.2502478291484,15.848725156494636,143.65857080470536,82.59873809679071,292.8407554251087,-0.00035367068273092366,0.005849977928910986,0.018313253012048194,-0.02397590361445783,2.9552938266873424e-05,-0.3783956989247312,0.22788504275466634,0.03225806451612903,-0.7741935483870968,0.006274269925046785,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08617413333333333,0.1027609216137903,0.76,-0.328,0.011105869923524404,106.5857014602324,15.921104210889446,143.0657568949198,82.59873809679071,293.9772370602453,-0.0005394216867469879,0.005692826561205217,0.026265060240963856,-0.027228915662650604,2.8758707268771752e-05,-0.3753956989247312,0.21878192385789177,0.03225806451612903,-0.7661290322580645,0.0055383648842173925,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08621626666666667,0.10396486920459665,0.768,-0.332,0.011137079001833881,106.92963891704755,16.158053006654526,148.99389599277558,82.59873809679071,302.75491444586515,-0.0003033253012048193,0.006196960856185808,0.02072289156626506,-0.022409638554216866,3.2930901249776636e-05,-0.3641978494623656,0.22250974244449334,0.03225806451612903,-0.717741935483871,0.006370775613816788,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.0863768,0.10454301517442474,0.766,-0.34,0.011368397295603298,108.31076359042355,16.339125853528376,145.6346171706573,83.19155200657629,306.05311113799945,-0.00042212048192771085,0.005409515101819415,0.01783132530120482,-0.027710843373493974,2.6389605883394055e-05,-0.37361397849462363,0.22776160976630613,0.0967741935483871,-0.7419354838709677,0.006088994212073995,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.085916,0.10421793005044766,0.778,-0.318,0.011346092097357579,108.0701074903355,16.45545916588935,151.76036090510829,82.7963427333859,311.578590108127,-0.0003215261044176707,0.006433405168310496,0.030602409638554217,-0.03530120481927711,3.420299990499084e-05,-0.37480860215053763,0.2129894492937705,0.03225806451612903,-0.7419354838709677,0.005486710229986322,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08612186666666667,0.10423774147838946,0.764,-0.304,0.011358962782507689,108.05793504472123,16.227632963663574,147.21545426341885,83.98197055295707,308.74936727144734,-0.0005085461847389557,0.005956519103518713,0.02072289156626506,-0.02433734939759036,2.9235581242601464e-05,-0.37766881720430107,0.23603253256626522,0.06451612903225806,-0.7741935483870968,0.005944063881833644,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08636693333333334,0.10412072877159903,0.776,-0.328,0.011458895930836748,108.00716382675871,16.33022258298435,148.2034774463948,83.58676127976668,306.06428088783196,-0.0003824417670682731,0.006876371210511956,0.0327710843373494,-0.02927710843373494,3.851884371339631e-05,-0.3839182795698925,0.21570764051474065,0.06451612903225806,-0.7741935483870968,0.005657510691359823,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.08640906666666666,0.10415093213438957,0.788,-0.336,0.011138462848360628,108.48773830295823,16.510270042270818,147.21545426341885,83.19155200657629,310.13867218670555,-0.00043995180722891566,0.005335556577570117,0.017228915662650602,-0.027590361445783133,2.4505404543696546e-05,-0.36870107526881724,0.2361841757888348,0.12903225806451613,-0.7741935483870968,0.006082011573608893,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08667306666666667,0.10438918613181264,0.76,-0.328,0.011291114382647259,106.80406775731255,16.077510689289497,146.42503571703807,82.9939473699811,302.5867547957783,-0.00025387951807228916,0.0058955998070279216,0.020843373493975904,-0.02457831325301205,2.9704151702468217e-05,-0.3645935483870968,0.2266119754467672,0.08870967741935484,-0.7741935483870968,0.005350806467429302,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08580426666666667,0.10462619726975118,0.772,-0.336,0.011503027034211894,108.02305123954096,16.224942582431435,147.80826817320443,83.19155200657629,307.73869658909007,-0.0003606425702811245,0.006607320553157623,0.02313253012048193,-0.028433734939759037,3.356900778746275e-05,-0.3808612903225807,0.22389132590803387,0.0967741935483871,-0.75,0.005802516678462907,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08600986666666667,0.10316222258809452,0.752,-0.324,0.011257142415026398,106.679919350961,16.210543265002485,145.23940789746692,81.61071491381475,300.0007020421702,0.0002199036144578312,0.008823749369403545,0.10060240963855421,-0.025542168674698794,3.1127633019921104e-05,-0.36150215053763446,0.24262383483389735,0.4112903225806452,-0.7580645161290323,0.0060418062303337385,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08607840000000001,0.10167941902587761,0.754,-0.362,0.010687234828709653,107.80618673769895,17.178005418655133,151.56275626851308,79.832273184458,316.7111822111567,-0.0011185381526104417,0.01631742281766916,0.11096385542168674,-0.07228915662650602,4.933108608216884e-05,-0.37866666666666665,0.2549756095241092,0.6290322580645161,-0.9193548387096774,0.005448743386267632,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0
0.08627520000000001,0.10252261408242248,0.75,-0.306,0.01079910241250009,106.7436007385144,16.168482575722674,145.23940789746692,83.19155200657629,306.58102455384864,-0.00030578313253012046,0.005745164549545962,0.018795180722891568,-0.02506024096385542,2.7990211665765107e-05,-0.37396666666666667,0.18979423346553384,0.016129032258064516,-0.6935483870967742,0.005237821488978336,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08641706666666667,0.10271425179624404,0.746,-0.318,0.010985023611556623,108.44929761431922,16.352505493360386,144.84419862427654,84.96999373593303,313.76093935737515,-0.00039670682730923694,0.00611984858954233,0.02313253012048193,-0.021686746987951807,3.247515735593114e-05,-0.3790978494623655,0.196873377609041,0.008064516129032258,-0.782258064516129,0.00515751484192622,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08585333333333335,0.10357430741045559,0.768,-0.294,0.011268865150839637,110.42226134794028,16.856529972089966,150.77233772213233,85.5628076457186,334.4890381362402,-0.00031910040160642575,0.00580382635139579,0.02650602409638554,-0.022048192771084336,2.8808098336502084e-05,-0.37593655913978496,0.1922381693868881,-0.0,-0.7096774193548387,0.005049765885288222,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08620586666666666,0.10406126025367088,0.76,-0.312,0.01135302808338795,111.09896501278172,17.080672334845026,150.57473308553713,86.55083082869457,338.1206032375372,-0.0004094618473895583,0.006211648409197394,0.029879518072289158,-0.0227710843373494,3.0108282547508967e-05,-0.36611505376344083,0.19416182754238334,0.06451612903225806,-0.7419354838709677,0.004809103811344536,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08618666666666668,0.10320254949477858,0.762,-0.312,0.011129116136908717,109.80797440097803,16.9453967578763,153.53880263446501,84.57478446274264,333.4662275350056,-0.00036523694779116463,0.006547928204106457,0.028433734939759037,-0.03180722891566265,3.6339104856544236e-05,-0.3848344086021505,0.2008834925380531,0.06451612903225806,-0.7983870967741935,0.005877605509560305,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0.08620346666666667,0.10409657920083423,0.766,-0.336,0.011296990300473866,112.64892308766468,17.39674273413712,153.53880263446501,86.35322619209938,351.86447204431965,-0.0005540722891566267,0.005981095326921384,0.04867469879518072,-0.021686746987951807,2.8530742895863146e-05,-0.3577967741935484,0.22700366059840985,0.5161290322580645,-0.7419354838709677,0.005553864959013506,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.0832088,0.1311087146959601,0.934,-0.646,0.015217027137127557,118.5670502172663,25.928105141158305,208.0776823347383,70.54485526448393,337.7556641028872,0.0008606907630522088,0.05035734790605776,0.1566265060240964,-0.15566265060240964,0.0004409028245907173,0.16743548387096768,3.2294916398572293,11.53225806451613,-4.016129032258065,0.4886697712968743,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
0.08884826666666666,0.13561259298824557,0.946,-0.944,0.017385261881259523,124.24462663591939,22.277276428839134,185.9459630360767,85.958016918909,476.8912131932468,-0.0015752289156626502,0.019722351805966508,0.06951807228915663,-0.09337349397590361,0.00023600759008489614,-0.8864021505376344,0.9315762024289262,1.0,-5.193548387096774,0.21128514113267974,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08640666666666667,0.11866693089858224,1.14,-0.366,0.01447614801199072,115.15262652789553,19.92615654712155,171.7184292012228,82.00592418700514,414.9996975149746,-0.00015397590361445777,0.00802032756022594,0.04433734939759036,-0.04614457831325301,4.841108997461573e-05,-0.42400752688172044,0.23507990481940758,0.0967741935483871,-1.0806451612903225,0.013524290437646358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08632826666666667,0.15559398609092262,1.08,-1.44,0.02469516275845676,125.73385421915542,24.768646242062594,208.27528697133351,77.2634129087205,442.15874472199357,-0.0016750682730923695,0.04073134183206813,0.1566265060240964,-0.15530120481927712,0.0004928136390527055,-0.7469881720430108,2.288616566869163,9.370967741935484,-7.298387096774194,0.668492479119242,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08637573333333333,0.1193391677438533,0.91,-0.32,0.014658869532837135,115.6605494857998,20.633082785675963,181.99387030417284,82.00592418700514,457.2335734903861,0.0003163694779116466,0.005989694247927713,0.024819277108433735,-0.026626506024096386,2.2972509283743395e-05,-0.23803548387096773,0.21846679393452256,0.28225806451612906,-1.0,0.012765904758322262,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
